id	layer	check	verdict	subject	evidence	autofix	action
C2-6e9101	conservation	C2	DIVERGIERT	output/en/ValueSet-mii-qst-pro-eortc-qlq-c30-variant-b_eortc-qlq-c30-4pt-b.html	artefact page rendered from OUTSIDE fsh-generated (an input/resources artefact) and NOT listed in output/en/artifacts.html	-	unreachable content: add it to the IG resource's `definition.resource`, or to sushi-config's `resources:`
C2-2978cd	conservation	C2	DIVERGIERT	output/en/ValueSet-mii-qst-pro-eortc-qlq-c30-variant-b_eortc-qlq-c30-7pt-b.html	artefact page rendered from OUTSIDE fsh-generated (an input/resources artefact) and NOT listed in output/en/artifacts.html	-	unreachable content: add it to the IG resource's `definition.resource`, or to sushi-config's `resources:`
C2-6af2ac	conservation	C2	DIVERGIERT	output/en/ValueSet-mii-qst-pro-eortc-qlq-c30_eortc-qlq-c30-4pt.html	artefact page rendered from OUTSIDE fsh-generated (an input/resources artefact) and NOT listed in output/en/artifacts.html	-	unreachable content: add it to the IG resource's `definition.resource`, or to sushi-config's `resources:`
C2-d3fdb3	conservation	C2	DIVERGIERT	output/en/ValueSet-mii-qst-pro-eortc-qlq-c30_eortc-qlq-c30-7pt.html	artefact page rendered from OUTSIDE fsh-generated (an input/resources artefact) and NOT listed in output/en/artifacts.html	-	unreachable content: add it to the IG resource's `definition.resource`, or to sushi-config's `resources:`
C2-0ce2e2	conservation	C2	IDENTISCH	output/en (213 artefacts)	every generated resource is rendered and listed in artifacts.html	-	-
C3-5b66b9	conservation	C3	IDENTISCH	bdi-ii.md	migrated -> input/pagecontent/bdi-ii.md (input/pagecontent/bdi-ii.md)	-	-
C3-a1b33a	conservation	C3	IDENTISCH	changes.md	migrated -> input/pagecontent/changes.md (input/pagecontent/changes.md)	-	-
C3-ba7467	conservation	C3	IDENTISCH	cross-instrument-mappings.md	migrated -> input/pagecontent/cross-instrument-mappings.md (input/pagecontent/cross-instrument-mappings.md)	-	-
C3-c27be2	conservation	C3	IDENTISCH	dass-21.md	migrated -> input/pagecontent/dass-21.md (input/pagecontent/dass-21.md)	-	-
C3-bb153c	conservation	C3	IDENTISCH	datasets-and-descriptions.md	migrated -> input/pagecontent/datasets-and-descriptions.md (input/pagecontent/datasets-and-descriptions.md)	-	-
C3-1aedd9	conservation	C3	IDENTISCH	derived-metrics.md	migrated -> input/pagecontent/derived-metrics.md (input/pagecontent/derived-metrics.md)	-	-
C3-71fa50	conservation	C3	IDENTISCH	domain-based-scoring.md	migrated -> input/pagecontent/domain-based-scoring.md (input/pagecontent/domain-based-scoring.md)	-	-
C3-f3060a	conservation	C3	IDENTISCH	domains.md	migrated -> input/pagecontent/domains.md (input/pagecontent/domains.md)	-	-
C3-c0ee39	conservation	C3	IDENTISCH	downloads.md	migrated -> input/pagecontent/downloads.md (input/pagecontent/downloads.md)	-	-
C3-607e06	conservation	C3	IDENTISCH	eortc-qlq-c30-scoring.md	migrated -> input/pagecontent/eortc-qlq-c30-scoring.md (input/pagecontent/eortc-qlq-c30-scoring.md)	-	-
C3-ae5fcb	conservation	C3	IDENTISCH	eortc-qlq-c30.md	migrated -> input/pagecontent/eortc-qlq-c30.md (input/pagecontent/eortc-qlq-c30.md)	-	-
C3-b061a9	conservation	C3	IDENTISCH	eq-5d-5l-scores.md	migrated -> input/pagecontent/eq-5d-5l-scores.md (input/pagecontent/eq-5d-5l-scores.md)	-	-
C3-51f052	conservation	C3	IDENTISCH	eq-5d-5l.md	migrated -> input/pagecontent/eq-5d-5l.md (input/pagecontent/eq-5d-5l.md)	-	-
C3-687f24	conservation	C3	IDENTISCH	euronet-soma.md	migrated -> input/pagecontent/euronet-soma.md (input/pagecontent/euronet-soma.md)	-	-
C3-7f35fc	conservation	C3	IDENTISCH	gad-7.md	migrated -> input/pagecontent/gad-7.md (input/pagecontent/gad-7.md)	-	-
C3-b01177	conservation	C3	IDENTISCH	id-systematics.md	migrated -> input/pagecontent/id-systematics.md (input/pagecontent/id-systematics.md)	-	-
C3-2e311d	conservation	C3	IDENTISCH	index.md	migrated -> input/pagecontent/index.md (input/pagecontent/index.md)	-	-
C3-2aaa12	conservation	C3	IDENTISCH	isr-z.md	migrated -> input/pagecontent/isr-z.md (input/pagecontent/isr-z.md)	-	-
C3-049226	conservation	C3	IDENTISCH	midos2.md	migrated -> input/pagecontent/midos2.md (input/pagecontent/midos2.md)	-	-
C3-1b7827	conservation	C3	IDENTISCH	minimal-reference-questionnaires.md	migrated -> input/pagecontent/minimal-reference-questionnaires.md (input/pagecontent/minimal-reference-questionnaires.md)	-	-
C3-510bd2	conservation	C3	IDENTISCH	module-description.md	migrated -> input/pagecontent/module-description.md (input/pagecontent/module-description.md)	-	-
C3-4e7095	conservation	C3	IDENTISCH	pc-ptsd.md	migrated -> input/pagecontent/pc-ptsd.md (input/pagecontent/pc-ptsd.md)	-	-
C3-f5b276	conservation	C3	IDENTISCH	phq-15.md	migrated -> input/pagecontent/phq-15.md (input/pagecontent/phq-15.md)	-	-
C3-e5232e	conservation	C3	IDENTISCH	phq-9.md	migrated -> input/pagecontent/phq-9.md (input/pagecontent/phq-9.md)	-	-
C3-e59f80	conservation	C3	IDENTISCH	pro-library.md	migrated -> input/pagecontent/pro-library.md (input/pagecontent/pro-library.md)	-	-
C3-2e991b	conservation	C3	IDENTISCH	project-context.md	migrated -> input/pagecontent/project-context.md (input/pagecontent/project-context.md)	-	-
C3-c6ba7b	conservation	C3	IDENTISCH	promis-16.md	migrated -> input/pagecontent/promis-16.md (input/pagecontent/promis-16.md)	-	-
C3-e3acfc	conservation	C3	IDENTISCH	promis-29.md	migrated -> input/pagecontent/promis-29.md (input/pagecontent/promis-29.md)	-	-
C3-a34b32	conservation	C3	IDENTISCH	promis-depression.md	migrated -> input/pagecontent/promis-depression.md (input/pagecontent/promis-depression.md)	-	-
C3-6af7fb	conservation	C3	IDENTISCH	promis.md	migrated -> input/pagecontent/promis.md (input/pagecontent/promis.md)	-	-
C3-030e24	conservation	C3	IDENTISCH	proms-onkologisches-basisscreening.md	migrated -> input/pagecontent/proms-onkologisches-basisscreening.md (input/pagecontent/proms-onkologisches-basisscreening.md)	-	-
C3-17fb5d	conservation	C3	IDENTISCH	questionnaire-capabilities.md	migrated -> input/pagecontent/questionnaire-capabilities.md (input/pagecontent/questionnaire-capabilities.md)	-	-
C3-e7de52	conservation	C3	IDENTISCH	references.md	migrated -> input/pagecontent/references.md (input/pagecontent/references.md)	-	-
C3-bff080	conservation	C3	IDENTISCH	scoff.md	migrated -> input/pagecontent/scoff.md (input/pagecontent/scoff.md)	-	-
C3-1ee90e	conservation	C3	IDENTISCH	scoring.md	migrated -> input/pagecontent/scoring.md (input/pagecontent/scoring.md)	-	-
C3-8f1f20	conservation	C3	IDENTISCH	ssd-12.md	migrated -> input/pagecontent/ssd-12.md (input/pagecontent/ssd-12.md)	-	-
C3-4fb5ab	conservation	C3	IDENTISCH	technical-implementation.md	migrated -> input/pagecontent/technical-implementation.md (input/pagecontent/technical-implementation.md)	-	-
C3-4be352	conservation	C3	IDENTISCH	terminology-strategies.md	migrated -> input/pagecontent/terminology-strategies.md (input/pagecontent/terminology-strategies.md)	-	-
C3-8fd7f9	conservation	C3	IDENTISCH	translationinfo.md	migrated -> input/pagecontent/translationinfo.md (input/pagecontent/translationinfo.md)	-	-
C3-fb0793	conservation	C3	IDENTISCH	uml-diagrams.md	migrated -> input/pagecontent/uml-diagrams.md (input/pagecontent/uml-diagrams.md)	-	-
C3-974726	conservation	C3	IDENTISCH	use-cases.md	migrated -> input/pagecontent/use-cases.md (input/pagecontent/use-cases.md)	-	-
C3-ad52a8	conservation	C3	IDENTISCH	validation.md	migrated -> input/pagecontent/validation.md (input/pagecontent/validation.md)	-	-
C3-489050	conservation	C3	IDENTISCH	whodas.md	migrated -> input/pagecontent/whodas.md (input/pagecontent/whodas.md)	-	-
C3-a28124	conservation	C3	IDENTISCH	wi-7.md	migrated -> input/pagecontent/wi-7.md (input/pagecontent/wi-7.md)	-	-
C3-3c7505	conservation	C3	IDENTISCH	workflows.md	migrated -> input/pagecontent/workflows.md (input/pagecontent/workflows.md)	-	-
C3-963fd5	conservation	C3	IDENTISCH	Abgeleitete-Metriken/Index.page.md	migrated -> input/pagecontent/derived-metrics.md (input/pagecontent/derived-metrics.md)	-	-
C3-671df9	conservation	C3	IDENTISCH	Beschreibung-von-Anwendungsfaellen.page.md	migrated -> input/pagecontent/use-cases.md (input/pagecontent/use-cases.md)	-	-
C3-06d89e	conservation	C3	IDENTISCH	Datensaetze-inkl-Beschreibungen.page.md	migrated -> input/pagecontent/datasets-and-descriptions.md (input/pagecontent/datasets-and-descriptions.md)	-	-
C3-38310d	conservation	C3	IDENTISCH	Anwendungsfaelle-Informationsmodell/Index.page.md	retired: 19-word navigation stub; the concern is owned by use-cases.md (916 words). Nothing to migrate.	-	-
C3-fcd593	conservation	C3	IDENTISCH	UML.page.md	migrated -> input/pagecontent/uml-diagrams.md (input/pagecontent/uml-diagrams.md)	-	-
C3-3ee7c5	conservation	C3	IDENTISCH	Beschreibung-Modul-PROs.page.md	migrated -> input/pagecontent/module-description.md (input/pagecontent/module-description.md)	-	-
C3-92604f	conservation	C3	IDENTISCH	Cross-Instrument-Mappings.page.md	migrated -> input/pagecontent/cross-instrument-mappings.md (input/pagecontent/cross-instrument-mappings.md)	-	-
C3-fd166f	conservation	C3	IDENTISCH	Domaenen.page.md	migrated -> input/pagecontent/domains.md (input/pagecontent/domains.md)	-	-
C3-9abe4a	conservation	C3	IDENTISCH	Domain-basiertes-Scoring.page.md	migrated -> input/pagecontent/domain-based-scoring.md (input/pagecontent/domain-based-scoring.md)	-	-
C3-d273cc	conservation	C3	IDENTISCH	Domaenen-basiertes-Scoring/Index.page.md	retired: 295-word hub stub; the concern is owned by domain-based-scoring.md (2095 words). Nothing to migrate.	-	-
C3-dbb6d4	conservation	C3	IDENTISCH	MIIIGModulPRO/Index.page.md	migrated -> input/pagecontent/index.md (input/pagecontent/index.md)	-	-
C3-9e7133	conservation	C3	IDENTISCH	Kontext-im-Gesamtprojekt-Bezuege-zu-anderen-Modulen.page.md	migrated -> input/pagecontent/project-context.md (input/pagecontent/project-context.md)	-	-
C3-908cba	conservation	C3	IDENTISCH	BDI-II/Index.page.md	migrated -> input/pagecontent/bdi-ii.md (input/pagecontent/bdi-ii.md)	-	-
C3-990d29	conservation	C3	IDENTISCH	DASS-21/Index.page.md	migrated -> input/pagecontent/dass-21.md (input/pagecontent/dass-21.md)	-	-
C3-5185fb	conservation	C3	IDENTISCH	EORTC-QLQ-C30.page.md	migrated -> input/pagecontent/eortc-qlq-c30-scoring.md (input/pagecontent/eortc-qlq-c30-scoring.md)	-	-
C3-8118e0	conservation	C3	IDENTISCH	EORTC-QLQ-C30/Index.page.md	migrated -> input/pagecontent/eortc-qlq-c30.md (input/pagecontent/eortc-qlq-c30.md)	-	-
C3-7a06bd	conservation	C3	IDENTISCH	EQ-5D-5L-Scores.page.md	migrated -> input/pagecontent/eq-5d-5l-scores.md (input/pagecontent/eq-5d-5l-scores.md)	-	-
C3-82847c	conservation	C3	IDENTISCH	EQ-5D-5L/Index.page.md	migrated -> input/pagecontent/eq-5d-5l.md (input/pagecontent/eq-5d-5l.md)	-	-
C3-e42e45	conservation	C3	IDENTISCH	EURONET-SOMA/Index.page.md	migrated -> input/pagecontent/euronet-soma.md (input/pagecontent/euronet-soma.md)	-	-
C3-847212	conservation	C3	IDENTISCH	GAD-7/Index.page.md	migrated -> input/pagecontent/gad-7.md (input/pagecontent/gad-7.md)	-	-
C3-a9879f	conservation	C3	IDENTISCH	ISR-Z/Index.page.md	migrated -> input/pagecontent/isr-z.md (input/pagecontent/isr-z.md)	-	-
C3-1c396f	conservation	C3	IDENTISCH	PRO-Bibliothek/Index.page.md	migrated -> input/pagecontent/pro-library.md (input/pagecontent/pro-library.md)	-	-
C3-5c8b00	conservation	C3	IDENTISCH	MIDOS2/Index.page.md	migrated -> input/pagecontent/midos2.md (input/pagecontent/midos2.md)	-	-
C3-230aaf	conservation	C3	IDENTISCH	Minimal-Reference-Questionnaires/Index.page.md	migrated -> input/pagecontent/minimal-reference-questionnaires.md (input/pagecontent/minimal-reference-questionnaires.md)	-	-
C3-a77a3d	conservation	C3	IDENTISCH	PC-PTSD/Index.page.md	migrated -> input/pagecontent/pc-ptsd.md (input/pagecontent/pc-ptsd.md)	-	-
C3-766b9a	conservation	C3	IDENTISCH	PHQ-15/Index.page.md	migrated -> input/pagecontent/phq-15.md (input/pagecontent/phq-15.md)	-	-
C3-1d0fa2	conservation	C3	IDENTISCH	PHQ-9/Index.page.md	migrated -> input/pagecontent/phq-9.md (input/pagecontent/phq-9.md)	-	-
C3-1be49d	conservation	C3	IDENTISCH	PRO-CTCAE/Index.page.md	migrated -> input/pagecontent/pro-ctcae.md (input/pagecontent/pro-ctcae.md)	-	-
C3-086eb3	conservation	C3	IDENTISCH	Onkologisches-Basisscreening.page.md	migrated -> input/pagecontent/proms-onkologisches-basisscreening.md (input/pagecontent/proms-onkologisches-basisscreening.md)	-	-
C3-8930fe	conservation	C3	IDENTISCH	PROMIS/Index.page.md	migrated -> input/pagecontent/promis.md (input/pagecontent/promis.md)	-	-
C3-abd811	conservation	C3	IDENTISCH	PROMIS-16.page.md	migrated -> input/pagecontent/promis-16.md (input/pagecontent/promis-16.md)	-	-
C3-2cd995	conservation	C3	IDENTISCH	PROMIS-29.page.md	migrated -> input/pagecontent/promis-29.md (input/pagecontent/promis-29.md)	-	-
C3-d465b7	conservation	C3	IDENTISCH	PROMIS-Depression.page.md	migrated -> input/pagecontent/promis-depression.md (input/pagecontent/promis-depression.md)	-	-
C3-e6b1d7	conservation	C3	IDENTISCH	SCOFF/Index.page.md	migrated -> input/pagecontent/scoff.md (input/pagecontent/scoff.md)	-	-
C3-7ceda7	conservation	C3	IDENTISCH	SSD-12/Index.page.md	migrated -> input/pagecontent/ssd-12.md (input/pagecontent/ssd-12.md)	-	-
C3-bd884f	conservation	C3	IDENTISCH	WHODAS-2.0/Index.page.md	migrated -> input/pagecontent/whodas.md (input/pagecontent/whodas.md)	-	-
C3-a42713	conservation	C3	IDENTISCH	WI-7/Index.page.md	migrated -> input/pagecontent/wi-7.md (input/pagecontent/wi-7.md)	-	-
C3-b75bba	conservation	C3	IDENTISCH	Referenzen.page.md	migrated -> input/pagecontent/references.md (input/pagecontent/references.md)	-	-
C3-126e79	conservation	C3	IDENTISCH	Release-Notes.page.md	migrated -> input/pagecontent/changes.md (input/pagecontent/changes.md)	-	-
C3-658060	conservation	C3	IDENTISCH	Abstrakte-Profile/Index.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-b2ae89	conservation	C3	IDENTISCH	Observation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-pro-score-instance-intro.md (input/intro-notes/StructureDefinition-mii-pr-pro-score-instance-intro.md)	-	-
C3-8065e5	conservation	C3	IDENTISCH	ObservationDefinition.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-pro-score-blueprint-intro.md (input/intro-notes/StructureDefinition-mii-pr-pro-score-blueprint-intro.md)	-	-
C3-bb289f	conservation	C3	IDENTISCH	Questionnaire.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-pro-questionnaire-intro.md (input/intro-notes/StructureDefinition-mii-pr-pro-questionnaire-intro.md)	-	-
C3-38b177	conservation	C3	IDENTISCH	QuestionnaireResponse.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-pro-questionnaire-response-intro.md (input/intro-notes/StructureDefinition-mii-pr-pro-questionnaire-response-intro.md)	-	-
C3-928913	conservation	C3	IDENTISCH	Extension-Capabilities.page.md	migrated -> input/intro-notes/StructureDefinition-mii-ex-pro-questionnaire-capabilities-intro.md (input/intro-notes/StructureDefinition-mii-ex-pro-questionnaire-capabilities-intro.md)	-	-
C3-0f43c7	conservation	C3	IDENTISCH	Extension-ScoreHealthCorrelation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-ex-pro-score-score-health-correlation-intro.md (input/intro-notes/StructureDefinition-mii-ex-pro-score-score-health-correlation-intro.md)	-	-
C3-20a361	conservation	C3	IDENTISCH	ID-Systematik.page.md	migrated -> input/pagecontent/id-systematics.md (input/pagecontent/id-systematics.md)	-	-
C3-c1cd9c	conservation	C3	IDENTISCH	Technische-Implementierung/Index.page.md	retired: 69-word hub stub; the concern is owned by technical-implementation.md. Nothing to migrate.	-	-
C3-97bc79	conservation	C3	IDENTISCH	QuestionnaireCapabilites.page.md	migrated -> input/pagecontent/questionnaire-capabilities.md (input/pagecontent/questionnaire-capabilities.md)	-	-
C3-325eef	conservation	C3	IDENTISCH	Scoring.page.md	migrated -> input/pagecontent/scoring.md (input/pagecontent/scoring.md)	-	-
C3-56e8e3	conservation	C3	IDENTISCH	Terminologie-Strategien.page.md	migrated -> input/pagecontent/terminology-strategies.md (input/pagecontent/terminology-strategies.md)	-	-
C3-aefbb8	conservation	C3	IDENTISCH	Validierung.page.md	migrated -> input/pagecontent/validation.md (input/pagecontent/validation.md)	-	-
C3-90924f	conservation	C3	IDENTISCH	Workflows.page.md	migrated -> input/pagecontent/workflows.md (input/pagecontent/workflows.md)	-	-
C4-332db4	conservation	C4	DIVERGIERT	Abgeleitete-Metriken/Index.page.md	1 of 3 PROSE runs of the source page are in no target page (first: - Cut-Off Werte und Kategorisierungen - Referenzbereiche und…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-d1f6ff	conservation	C4	DIVERGIERT	Abstrakte-Profile/Index.page.md	5 of 22 PROSE runs of the source page are in no target page (first: Die beiden Profile für Questionnaire und QuestionnaireRespon…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-518fef	conservation	C4	DIVERGIERT	Anwendungsfaelle-Informationsmodell/Index.page.md	1 of 1 PROSE runs of the source page are in no target page (first: ## Dieser Abschnitt beschreibt unabhängig von der FHIR-Profi…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-b8dd24	conservation	C4	NICHT PRUEFBAR	BDI-II/Index.page.md	the source page embeds an element-tree rendering (3 occurrences of the renderer's marker); 3 of 10 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-5d60e9	conservation	C4	DIVERGIERT	Beschreibung-Modul-PROs.page.md	4 of 16 PROSE runs of the source page are in no target page (first: Es werden Vorgaben zur Fragebogengestaltung im Hinblick auf …)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-a6d6de	conservation	C4	DIVERGIERT	Beschreibung-von-Anwendungsfaellen.page.md	19 of 50 PROSE runs of the source page are in no target page (first: ## - [Allgemeine Betrachtungen](#allgemeine-betrachtungen) -…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-01ee4e	conservation	C4	DIVERGIERT	Cross-Instrument-Mappings.page.md	32 of 53 PROSE runs of the source page are in no target page (first: **Verwandte Seiten:** - [Domänen](Domaenen.page.md) - Übersi…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-d1cdbd	conservation	C4	NICHT PRUEFBAR	DASS-21/Index.page.md	the source page embeds an element-tree rendering (8 occurrences of the renderer's marker); 13 of 36 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-34fd67	conservation	C4	DIVERGIERT	Datensaetze-inkl-Beschreibungen.page.md	4 of 9 PROSE runs of the source page are in no target page (first: Beschreibungen Das MII PRO Modul definiert ein logisches Dat…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-274d2f	conservation	C4	DIVERGIERT	Domaenen-basiertes-Scoring/Index.page.md	12 of 20 PROSE runs of the source page are in no target page (first: Statt isolierter Fragebogen-Scores werden Messwerte auf stan…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-3f057f	conservation	C4	DIVERGIERT	Domaenen.page.md	23 of 74 PROSE runs of the source page are in no target page (first: **Verwandte Seiten:** - [Domain-basiertes Scoring](Domain-ba…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-9db704	conservation	C4	DIVERGIERT	Domain-basiertes-Scoring.page.md	31 of 83 PROSE runs of the source page are in no target page (first: ## Die Harmonisierung von Patient-Reported Outcomes über ver…); 30 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-3cc5a2	conservation	C4	DIVERGIERT	EORTC-QLQ-C30.page.md	13 of 26 PROSE runs of the source page are in no target page (first: # EORTC QLQ-C30 Quality of Life Questionnaire Das **EORTC QL…); 29 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-da0665	conservation	C4	NICHT PRUEFBAR	EORTC-QLQ-C30/Index.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 19 of 30 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-8ed4b1	conservation	C4	NICHT PRUEFBAR	EQ-5D-5L-Scores.page.md	the source page embeds an element-tree rendering (12 occurrences of the renderer's marker); 6 of 20 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-8fbbd1	conservation	C4	NICHT PRUEFBAR	EQ-5D-5L/Index.page.md	the source page embeds an element-tree rendering (16 occurrences of the renderer's marker); 11 of 58 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-379f5d	conservation	C4	DIVERGIERT	EURONET-SOMA/Index.page.md	2 of 28 PROSE runs of the source page are in no target page (first: **Canonical URL:** ` **Capabilities:** Displayable, Collecta…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-16b2e5	conservation	C4	NICHT PRUEFBAR	Extension-Capabilities.page.md	the source page embeds an element-tree rendering (8 occurrences of the renderer's marker); 10 of 27 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-f6afeb	conservation	C4	NICHT PRUEFBAR	Extension-ScoreHealthCorrelation.page.md	the source page embeds an element-tree rendering (5 occurrences of the renderer's marker); 5 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-a2b8f4	conservation	C4	DIVERGIERT	GAD-7/Index.page.md	3 of 32 PROSE runs of the source page are in no target page (first: **Canonical URL:** ` **Capabilities:** Displayable, Collecta…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-308b4d	conservation	C4	DIVERGIERT	ID-Systematik.page.md	20 of 70 PROSE runs of the source page are in no target page (first: Depression, Angst) Das MII PRO-Modul folgt dem etablierten M…); 26 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-ba1677	conservation	C4	DIVERGIERT	ISR-Z/Index.page.md	3 of 26 PROSE runs of the source page are in no target page (first: **Canonical URL:** ` **Capabilities:** Displayable, Collecta…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-b7b687	conservation	C4	DIVERGIERT	Kontext-im-Gesamtprojekt-Bezuege-zu-anderen-Modulen.page.md	2 of 10 PROSE runs of the source page are in no target page (first: in der Zukunft können krankheitsspezifische PRO-Instrumente …)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-aa7137	conservation	C4	NICHT PRUEFBAR	MIDOS2/Index.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 4 of 28 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-4f7c9a	conservation	C4	DIVERGIERT	MIIIGModulPRO/Index.page.md	7 of 22 PROSE runs of the source page are in no target page (first: # Modul PROs, PROMs und abgeleitete Metriken Die vorliegende…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-16949b	conservation	C4	DIVERGIERT	Minimal-Reference-Questionnaires/Index.page.md	2 of 14 PROSE runs of the source page are in no target page (first: # Minimal Reference Questionnaires Diese Sektion enthält min…)	-	map the missing text to a target page section, or record the loss in the report's content map
